"iso3c","nutrient","total_supply_all","total_supply_OA_all","relative_supply_all","supply_diff_all"
"BMU","DHA+EPA",4660.88455718628,4330.42416990838,1.07631132062633,330.460387277899
"BMU","Iron",52553.2573502394,48827.1899989469,1.07631132062633,3726.0673512925
"BMU","Vitamin A",950611.855914148,883212.726370808,1.07631132062633,67399.1295433402
"BMU","Vitamin B12",37195.6526907829,34558.4516096493,1.07631132062633,2637.20108113355
"BMU","Zinc",6258.6908178239,5814.9447078024,1.07631132062633,443.746110021504
"BRA","Calcium",1185202.11230256,1061976.4285226,1.11603429273039,123225.683779967
"BRA","DHA+EPA",2092.51780162423,1874.95833708197,1.11603429273039,217.559464542259
"BRA","Iron",7353.15178699977,6588.64322977943,1.11603429273039,764.508557220343
"BRA","Vitamin A",207012.811857911,185489.651354217,1.11603429273039,21523.1605036936
"BRA","Vitamin B12",9592.86696376133,8595.49480356223,1.11603429273039,997.372160199104
"BRA","Zinc",1366.54553785833,1224.46554443686,1.11603429273039,142.079993421466
"BRB","Calcium",41561.775398684,36524.5975103722,1.13791193419397,5037.17788831183
"BRB","DHA+EPA",513.915616584116,451.63039523629,1.13791193419397,62.2852213478258
"BRB","Iron",706.421340493336,620.804931616892,1.13791193419397,85.6164088764435
"BRB","Vitamin A",66668.1710404797,58588.1640196552,1.13791193419397,8080.00702082446
"BRB","Vitamin B12",2199.97033443745,1933.33971490138,1.13791193419397,266.630619536076
"BRB","Zinc",544.022447448679,478.088357368385,1.13791193419397,65.9340900802939
"BRN","Calcium",440811.80119679,400005.740177048,1.10201368860777,40806.0610197419
"BRN","DHA+EPA",1281.5425929175,1162.90986778625,1.10201368860777,118.63272513125
"BRN","Iron",4487.1761931811,4071.79714695738,1.10201368860777,415.379046223716
"BRN","Vitamin A",298101.506146348,270506.173587512,1.10201368860777,27595.3325588358
"BRN","Vitamin B12",6408.09009293726,5814.89155641336,1.10201368860777,593.198536523903
"BRN","Zinc",1281.86264088455,1163.20028883125,1.10201368860777,118.662352053299
"CAN","Calcium",NA,NA,NA,NA
"CAN","DHA+EPA",NA,NA,NA,NA
"CAN","Iron",NA,NA,NA,NA
"CAN","Vitamin A",NA,NA,NA,NA
"CAN","Vitamin B12",NA,NA,NA,NA
"CAN","Zinc",NA,NA,NA,NA
"CHL","Calcium",NA,NA,NA,NA
"CHL","DHA+EPA",NA,NA,NA,NA
"CHL","Iron",NA,NA,NA,NA
"CHL","Vitamin A",NA,NA,NA,NA
"CHL","Vitamin B12",NA,NA,NA,NA
"CHL","Zinc",NA,NA,NA,NA
"CHN","Calcium",9261025.50171237,9012212.2860028,1.02760845037972,248813.215709571
"CHN","DHA+EPA",18303.8530183232,17812.0888472255,1.02760845037972,491.764171097715
"CHN","Iron",174784.11045258,170088.237779667,1.02760845037972,4695.87267291322
"CHN","Vitamin A",1199025.90705805,1166812.03489033,1.02760845037972,32213.8721677247
"CHN","Vitamin B12",133844.704617629,130248.738776109,1.02760845037972,3595.96584152074
"CHN","Zinc",45952.5697934174,44717.9757780673,1.02760845037972,1234.59401535009
"CIV","Calcium",NA,NA,NA,NA
"CIV","DHA+EPA",NA,NA,NA,NA
"CIV","Iron",NA,NA,NA,NA
"CIV","Vitamin A",NA,NA,NA,NA
"CIV","Vitamin B12",NA,NA,NA,NA
"CIV","Zinc",NA,NA,NA,NA
"CMR","Calcium",NA,NA,NA,NA
"CMR","DHA+EPA",NA,NA,NA,NA
"CMR","Iron",NA,NA,NA,NA
"CMR","Vitamin A",NA,NA,NA,NA
"CMR","Vitamin B12",NA,NA,NA,NA
"CMR","Zinc",NA,NA,NA,NA
"COG","Calcium",NA,NA,NA,NA
"COG","DHA+EPA",NA,NA,NA,NA
"COG","Iron",NA,NA,NA,NA
"COG","Vitamin A",NA,NA,NA,NA
"COG","Vitamin B12",NA,NA,NA,NA
"COG","Zinc",NA,NA,NA,NA
"COK","Calcium",17395.9729043477,16583.8137904873,1.04897300006626,812.159113860453
"COK","DHA+EPA",102.219005558377,97.4467460572578,1.04897300006626,4.77225950111938
"COK","Iron",228.952077687009,218.263079862442,1.04897300006626,10.6889978245665
"COK","Vitamin A",20655.8746355079,19691.5217400286,1.04897300006626,964.352895479275
"COK","Vitamin B12",414.43393338529,395.085415314894,1.04897300006626,19.3485180703965
"COK","Zinc",90.1223454589189,85.9148380875635,1.04897300006626,4.20750737135538
"COL","Calcium",1252190.12892904,1112447.6165982,1.12561716187425,139742.512330842
"COL","DHA+EPA",1856.17063944228,1649.02482150467,1.12561716187425,207.145817937611
"COL","Iron",7901.37841124082,7019.59660785939,1.12561716187425,881.781803381426
"COL","Vitamin A",470127.673945695,417662.141151874,1.12561716187425,52465.5327938217
"COL","Vitamin B12",7417.36046774524,6589.59433009592,1.12561716187425,827.766137649315
"COL","Zinc",1428.53865455523,1269.11591519854,1.12561716187425,159.422739356685
"COM","Calcium",226412.325729559,199205.151495316,1.13657866792106,27207.1742342439
"COM","DHA+EPA",3395.7809311146,2987.7218594344,1.13657866792106,408.059071680193
"COM","Iron",1721.50339265279,1514.63637427018,1.13657866792106,206.86701838261
"COM","Vitamin A",66880.2053581592,58843.4459011016,1.13657866792106,8036.75945705761
"COM","Vitamin B12",9803.7248818185,8625.64568429801,1.13657866792106,1178.07919752049
"COM","Zinc",1868.41537559315,1643.8944600383,1.13657866792106,224.520915554848
"CPV","Calcium",NA,NA,NA,NA
"CPV","DHA+EPA",NA,NA,NA,NA
"CPV","Iron",NA,NA,NA,NA
"CPV","Vitamin A",NA,NA,NA,NA
"CPV","Vitamin B12",NA,NA,NA,NA
"CPV","Zinc",NA,NA,NA,NA
"CRI","Calcium",1449156.73272565,1242636.65518687,1.16619506327674,206520.077538779
"CRI","DHA+EPA",563.977569475594,483.604833560988,1.16619506327674,80.3727359146059
"CRI","Iron",7853.66247353323,6734.43296138319,1.16619506327674,1119.22951215004
"CRI","Vitamin A",188227.363119988,161402.983983753,1.16619506327674,26824.3791362346
"CRI","Vitamin B12",3726.74524745419,3195.64484948418,1.16619506327674,531.100397970012
"CRI","Zinc",328.522509603271,281.704596382185,1.16619506327674,46.8179132210857
"CUB","Calcium",42528326.6636299,41565359.9799966,1.02316752902168,962966.683633253
"CUB","DHA+EPA",21178.0256789186,20698.4927474861,1.02316752902168,479.532931432474
"CUB","Iron",236066.216251364,230720.98122297,1.02316752902168,5345.23502839427
"CUB","Vitamin A",5626567.11599253,5499165.05009933,1.02316752902168,127402.065893199
"CUB","Vitamin B12",123759.822723933,120957.535509623,1.02316752902168,2802.28721431042
"CUB","Zinc",13301.5869388155,13000.3997991747,1.02316752902168,301.187139640859
"CUW","Calcium",893763.877507247,822307.431620441,1.08689748278937,71456.4458868062
"CUW","DHA+EPA",379.547224150835,349.202413439013,1.08689748278937,30.3448107118223
"CUW","Iron",6290.79962103722,5787.85002325406,1.08689748278937,502.949597783162
"CUW","Vitamin A",116374.418822412,107070.280928201,1.08689748278937,9304.13789421109
"CUW","Vitamin B12",3186.98031305218,2932.18115187207,1.08689748278937,254.799161180112
"CUW","Zinc",457.905331426544,421.295787944411,1.08689748278937,36.6095434821327
"CYM","Calcium",660334.846069083,614527.487946027,1.07454077973983,45807.3581230554
"CYM","DHA+EPA",252.762645062987,235.228527226474,1.07454077973983,17.534117836513
"CYM","Iron",3513.85941399822,3270.10335973383,1.07454077973983,243.756054264395
"CYM","Vitamin A",85770.8896426485,79820.9721397596,1.07454077973983,5949.91750288886
"CYM","Vitamin B12",1684.98299161211,1568.09590048325,1.07454077973983,116.887091128852
"CYM","Zinc",148.529815566132,138.226318038943,1.07454077973983,10.3034975271884
"CYP","Calcium",NA,NA,NA,NA
"CYP","DHA+EPA",NA,NA,NA,NA
"CYP","Iron",NA,NA,NA,NA
"CYP","Vitamin A",NA,NA,NA,NA
"CYP","Vitamin B12",NA,NA,NA,NA
"CYP","Zinc",NA,NA,NA,NA
"DEU","Calcium",NA,NA,NA,NA
"DEU","DHA+EPA",NA,NA,NA,NA
"DEU","Iron",NA,NA,NA,NA
"DEU","Vitamin A",NA,NA,NA,NA
"DEU","Vitamin B12",NA,NA,NA,NA
"DEU","Zinc",NA,NA,NA,NA
"DJI","Calcium",1518894.49899738,1271188.73629988,1.19486151475706,247705.762697502
"DJI","DHA+EPA",1943.07660743737,1626.19398435679,1.19486151475706,316.882623080578
"DJI","Iron",15345.6297046521,12843.0194755852,1.19486151475706,2502.61022906691
"DJI","Vitamin A",165155.277198002,138221.270965934,1.19486151475706,26934.0062320675
"DJI","Vitamin B12",13282.3005320833,11116.184066556,1.19486151475706,2166.11646552735
"DJI","Zinc",2192.56069669312,1834.9914777688,1.19486151475706,357.569218924318
"DMA","Calcium",81309.4752033689,76963.6603458984,1.05646580266504,4345.8148574705
"DMA","DHA+EPA",447.339770693821,423.43043150603,1.05646580266504,23.9093391877913
"DMA","Iron",743.173751981404,703.452729001428,1.05646580266504,39.7210229799767
"DMA","Vitamin A",15750.6807984976,14908.8411179661,1.05646580266504,841.839680531475
"DMA","Vitamin B12",1173.58334855833,1110.85786742727,1.05646580266504,62.7254811310531
"DMA","Zinc",267.930689590198,253.610376137416,1.05646580266504,14.3203134527813
"DNK","Calcium",NA,NA,NA,NA
"DNK","DHA+EPA",NA,NA,NA,NA
"DNK","Iron",NA,NA,NA,NA
"DNK","Vitamin A",NA,NA,NA,NA
"DNK","Vitamin B12",NA,NA,NA,NA
"DNK","Zinc",NA,NA,NA,NA
"DOM","Calcium",55032.8771088856,49964.017749305,1.10145019531883,5068.85935958057
"DOM","DHA+EPA",47.6030668025367,43.2185377104203,1.10145019531883,4.38452909211644
"DOM","Iron",309.162551325073,280.686818740434,1.10145019531883,28.4757325846386
"DOM","Vitamin A",10155.7502299396,9220.34448139515,1.10145019531883,935.405748544454
"DOM","Vitamin B12",221.907727073473,201.468689203181,1.10145019531883,20.4390378702918
"DOM","Zinc",35.23586928447,31.9904335522592,1.10145019531883,3.24543573221081
"DZA","Calcium",NA,NA,NA,NA
"DZA","DHA+EPA",NA,NA,NA,NA
"DZA","Iron",NA,NA,NA,NA
"DZA","Vitamin A",NA,NA,NA,NA
"DZA","Vitamin B12",NA,NA,NA,NA
"DZA","Zinc",NA,NA,NA,NA
"ECU","Calcium",0,0,NA,0
"ECU","DHA+EPA",0,0,NA,0
"ECU","Iron",0,0,NA,0
"ECU","Vitamin A",0,0,NA,0
"ECU","Vitamin B12",0,0,NA,0
"ECU","Zinc",0,0,NA,0
