"iso3c","nutrient","total_supply_all","total_supply_OA_all","relative_supply_all","supply_diff_all"
"LTU","Iron",NA,NA,NA,NA
"LTU","Vitamin A",NA,NA,NA,NA
"LTU","Vitamin B12",NA,NA,NA,NA
"LTU","Zinc",NA,NA,NA,NA
"LVA","Calcium",NA,NA,NA,NA
"LVA","DHA+EPA",NA,NA,NA,NA
"LVA","Iron",NA,NA,NA,NA
"LVA","Vitamin A",NA,NA,NA,NA
"LVA","Vitamin B12",NA,NA,NA,NA
"LVA","Zinc",NA,NA,NA,NA
"MAF","Calcium",301.179680665376,286.290234672453,1.05200822169138,14.8894459929232
"MAF","DHA+EPA",0.340083213711785,0.323270490381729,1.05200822169138,0.0168127233300553
"MAF","Iron",3.16038691544489,3.00414659342084,1.05200822169138,0.156240322024046
"MAF","Vitamin A",38.837783739944,36.9177568569777,1.05200822169138,1.9200268829663
"MAF","Vitamin B12",1.49058902724326,1.41689864823179,1.05200822169138,0.0736903790114611
"MAF","Zinc",0.400909927112683,0.381090108277018,1.05200822169138,0.0198198188356646
"MAR","Calcium",NA,NA,NA,NA
"MAR","DHA+EPA",NA,NA,NA,NA
"MAR","Iron",NA,NA,NA,NA
"MAR","Vitamin A",NA,NA,NA,NA
"MAR","Vitamin B12",NA,NA,NA,NA
"MAR","Zinc",NA,NA,NA,NA
"MDG","Calcium",18291227.1326818,15880035.9140132,1.15183789455671,2411191.21866867
"MDG","DHA+EPA",22946.9287704752,19922.012358611,1.15183789455671,3024.91641186421
"MDG","Iron",168952.081386903,146680.433232252,1.15183789455671,22271.6481546509
"MDG","Vitamin A",3786959.40392123,3287753.79054416,1.15183789455671,499205.613377063
"MDG","Vitamin B12",153959.017183814,133663.788898928,1.15183789455671,20295.2282848856
"MDG","Zinc",26451.6791748038,22964.7585826163,1.15183789455671,3486.92059218755
"MDV","Calcium",938220.173686363,835435.024223403,1.1230318893543,102785.14946296
"MDV","DHA+EPA",1561.05809778097,1390.03897625607,1.1230318893543,171.0191215249
"MDV","Iron",5595.40977021687,4982.41396638703,1.1230318893543,612.995803829845
"MDV","Vitamin A",130077.927096715,115827.456308035,1.1230318893543,14250.4707886801
"MDV","Vitamin B12",7307.64135074961,6507.0648661199,1.1230318893543,800.576484629711
"MDV","Zinc",754.558025246208,671.8936767504,1.1230318893543,82.6643484958084
"MEX","Calcium",1787301.99513278,1553777.71245486,1.15029452463246,233524.28267792
"MEX","DHA+EPA",4652.23670217125,4044.38741778564,1.15029452463246,607.849284385612
"MEX","Iron",13215.5532214858,11488.8430210588,1.15029452463246,1726.71020042703
"MEX","Vitamin A",425485.283066755,369892.470106909,1.15029452463246,55592.8129598458
"MEX","Vitamin B12",20061.8192191704,17440.593508502,1.15029452463246,2621.22571066835
"MEX","Zinc",2392.06708650016,2079.52575212376,1.15029452463246,312.541334376407
"MHL","Calcium",842066.476155426,750284.22971587,1.12232996883636,91782.2464395561
"MHL","DHA+EPA",1599.25387646631,1424.94090051291,1.12232996883636,174.312975953402
"MHL","Iron",8042.53278561113,7165.92535967802,1.12232996883636,876.607425933108
"MHL","Vitamin A",276260.44355992,246149.039258346,1.12232996883636,30111.4043015739
"MHL","Vitamin B12",8274.19922612814,7372.3409833802,1.12232996883636,901.858242747934
"MHL","Zinc",1617.29979289442,1441.01987633035,1.12232996883636,176.27991656407
"MLT","Calcium",NA,NA,NA,NA
"MLT","DHA+EPA",NA,NA,NA,NA
"MLT","Iron",NA,NA,NA,NA
"MLT","Vitamin A",NA,NA,NA,NA
"MLT","Vitamin B12",NA,NA,NA,NA
"MLT","Zinc",NA,NA,NA,NA
"MMR","Calcium",4737645.85325546,4056476.40050435,1.16792146323504,681169.452751117
"MMR","DHA+EPA",10049.5626568279,8604.65619750789,1.16792146323504,1444.90645932002
"MMR","Iron",36088.5417494393,30899.8018149928,1.16792146323504,5188.73993444648
"MMR","Vitamin A",754313.929319204,645860.148189945,1.16792146323505,108453.781129259
"MMR","Vitamin B12",37459.1476301373,32073.3446634148,1.16792146323505,5385.80296672254
"MMR","Zinc",7692.52719673456,6586.51068491104,1.16792146323505,1106.01651182352
"MNE","Calcium",NA,NA,NA,NA
"MNE","DHA+EPA",NA,NA,NA,NA
"MNE","Iron",NA,NA,NA,NA
"MNE","Vitamin A",NA,NA,NA,NA
"MNE","Vitamin B12",NA,NA,NA,NA
"MNE","Zinc",NA,NA,NA,NA
"MNP","Calcium",537162.317698433,538097.032179405,0.998262925782759,-934.714480972616
"MNP","DHA+EPA",1394.06083196479,1396.48663288951,0.998262925782759,-2.42580092471371
"MNP","Iron",4449.86772278307,4457.61092378927,0.998262925782759,-7.74320100620571
"MNP","Vitamin A",308815.265875616,309352.6343608,0.998262925782759,-537.368485183688
"MNP","Vitamin B12",6313.05383878509,6324.03916416598,0.998262925782759,-10.9853253808933
"MNP","Zinc",1210.91981548257,1213.02693329321,0.998262925782759,-2.10711781064242
"MOZ","Calcium",9369981.0681409,8171172.66605618,1.14671191652389,1198808.40208473
"MOZ","DHA+EPA",28865.852324226,25172.7150544743,1.14671191652389,3693.13726975171
"MOZ","Iron",114076.019167324,99480.9747099608,1.14671191652389,14595.044457363
"MOZ","Vitamin A",4681727.7401,4082740.98545348,1.14671191652389,598986.754646516
"MOZ","Vitamin B12",179648.72643207,156664.218661521,1.14671191652389,22984.5077705495
"MOZ","Zinc",35714.9971542493,31145.5707746674,1.14671191652389,4569.42637958191
"MRT","Calcium",NA,NA,NA,NA
"MRT","DHA+EPA",NA,NA,NA,NA
"MRT","Iron",NA,NA,NA,NA
"MRT","Vitamin A",NA,NA,NA,NA
"MRT","Vitamin B12",NA,NA,NA,NA
"MRT","Zinc",NA,NA,NA,NA
"MSR","Calcium",6996.50881684596,6518.09096522059,1.07339846193895,478.417851625361
"MSR","DHA+EPA",42.1292627308658,39.2484843464047,1.07339846193895,2.88077838446107
"MSR","Iron",99.3175323844366,92.5262480859464,1.07339846193895,6.79128429849023
"MSR","Vitamin A",2796.98136659796,2605.72514846499,1.07339846193895,191.256218132974
"MSR","Vitamin B12",117.355323492811,109.330623858753,1.07339846193895,8.02469963405838
"MSR","Zinc",31.1921324812552,29.0592297150406,1.07339846193895,2.13290276621462
"MTQ","Calcium",0,0,NA,0
"MTQ","DHA+EPA",0,0,NA,0
"MTQ","Iron",0,0,NA,0
"MTQ","Vitamin A",0,0,NA,0
"MTQ","Vitamin B12",0,0,NA,0
"MTQ","Zinc",0,0,NA,0
"MUS","Calcium",11862892.4235892,10296847.1218383,1.15208978857514,1566045.30175088
"MUS","DHA+EPA",8517.93402291376,7393.46369300647,1.15208978857514,1124.47032990729
"MUS","Iron",130956.838448609,113668.951627956,1.15208978857514,17287.886820653
"MUS","Vitamin A",1671776.87448964,1451082.10407562,1.15208978857514,220694.770414023
"MUS","Vitamin B12",116871.893172474,101443.389509612,1.15208978857514,15428.503662862
"MUS","Zinc",17692.2185243117,15356.6316616631,1.15208978857514,2335.58686264857
"MYS","Calcium",28137213.5351012,25831318.2411097,1.08926742617114,2305895.29399148
"MYS","DHA+EPA",53965.4275362062,49542.8636160533,1.08926742617114,4422.56392015288
"MYS","Iron",259434.659421439,238173.522119698,1.08926742617114,21261.1373017405
"MYS","Vitamin A",8528964.46697091,7830000.47743178,1.08926742617114,698963.98953913
"MYS","Vitamin B12",257177.532158526,236101.370498634,1.08926742617114,21076.1616598917
"MYS","Zinc",47236.5183702949,43365.4006678001,1.08926742617114,3871.11770249474
"MYT","Calcium",81341.7368312005,71852.0227352734,1.13207302640443,9489.71409592712
"MYT","DHA+EPA",87.9935634580825,77.7278156141205,1.13207302640443,10.265747843962
"MYT","Iron",644.814994398166,569.587808700082,1.13207302640442,75.2271856980843
"MYT","Vitamin A",12263.9100296921,10833.143925921,1.13207302640442,1430.7661037711
"MYT","Vitamin B12",578.237494378296,510.777556651831,1.13207302640442,67.4599377264649
"MYT","Zinc",76.765351187018,67.8095400177781,1.13207302640442,8.95581116923992
"NAM","Calcium",NA,NA,NA,NA
"NAM","DHA+EPA",NA,NA,NA,NA
"NAM","Iron",NA,NA,NA,NA
"NAM","Vitamin A",NA,NA,NA,NA
"NAM","Vitamin B12",NA,NA,NA,NA
"NAM","Zinc",NA,NA,NA,NA
"NCL","Calcium",14559546.726836,13338277.3960443,1.0915612484678,1221269.33079169
"NCL","DHA+EPA",13766.0145689575,12611.3075086538,1.0915612484678,1154.70706030372
"NCL","Iron",121946.289521812,111717.31287913,1.0915612484678,10228.9766426813
"NCL","Vitamin A",2062563.1345441,1889553.27741734,1.0915612484678,173009.85712676
"NCL","Vitamin B12",90196.3529872107,82630.5927531021,1.0915612484678,7565.7602341086
"NCL","Zinc",14983.8049686938,13726.9484325558,1.0915612484678,1256.85653613796
"NFK","Calcium",NA,NA,NA,NA
"NFK","DHA+EPA",NA,NA,NA,NA
"NFK","Iron",NA,NA,NA,NA
"NFK","Vitamin A",NA,NA,NA,NA
"NFK","Vitamin B12",NA,NA,NA,NA
"NFK","Zinc",NA,NA,NA,NA
"NGA","Calcium",NA,NA,NA,NA
"NGA","DHA+EPA",NA,NA,NA,NA
"NGA","Iron",NA,NA,NA,NA
"NGA","Vitamin A",NA,NA,NA,NA
"NGA","Vitamin B12",NA,NA,NA,NA
"NGA","Zinc",NA,NA,NA,NA
"NIC","Calcium",10774955.5287173,9427215.75720237,1.14296265262469,1347739.77151493
"NIC","DHA+EPA",6030.50747377722,5276.20693460876,1.14296265262469,754.300539168456
"NIC","Iron",57864.9614572287,50627.1673220014,1.14296265262469,7237.79413522735
"NIC","Vitamin A",1870344.07944542,1636399.99535451,1.14296265262469,233944.084090911
"NIC","Vitamin B12",34448.4431913436,30139.6052725227,1.14296265262469,4308.83791882094
"NIC","Zinc",3895.96719686867,3408.65660651466,1.14296265262469,487.310590354011
"NIU","Calcium",44953.7645331567,43225.2741382585,1.03998795679975,1728.49039489824
"NIU","DHA+EPA",435.353465915169,418.613949391141,1.03998795679975,16.7395165240277
"NIU","Iron",563.433898654131,541.769637783044,1.03998795679975,21.6642608710872
"NIU","Vitamin A",53546.5540492365,51487.6674283899,1.03998795679975,2058.88662084659
"NIU","Vitamin B12",1175.3996532426,1130.20506204662,1.03998795679975,45.194591195984
"NIU","Zinc",251.171762495946,241.514106825669,1.03998795679975,9.65765567027623
"NLD","Calcium",NA,NA,NA,NA
"NLD","DHA+EPA",NA,NA,NA,NA
"NLD","Iron",NA,NA,NA,NA
"NLD","Vitamin A",NA,NA,NA,NA
"NLD","Vitamin B12",NA,NA,NA,NA
"NLD","Zinc",NA,NA,NA,NA
"NOR","Calcium",NA,NA,NA,NA
"NOR","DHA+EPA",NA,NA,NA,NA
"NOR","Iron",NA,NA,NA,NA
"NOR","Vitamin A",NA,NA,NA,NA
"NOR","Vitamin B12",NA,NA,NA,NA
"NOR","Zinc",NA,NA,NA,NA
"NRU","Calcium",390535.970157898,350784.74944533,1.11332083500045,39751.2207125682
"NRU","DHA+EPA",137.484937088005,123.49085076446,1.11332083500045,13.9940863235446
"NRU","Iron",1941.09914079483,1743.52179512929,1.11332083500045,197.577345665534
"NRU","Vitamin A",50691.1218920375,45531.4589455402,1.11332083500045,5159.6629464973
"NRU","Vitamin B12",896.630487663188,805.365766520327,1.11332083500045,91.2647211428605
"NRU","Zinc",57.5905578113029,51.7286266463159,1.11332083500045,5.86193116498701
"NZL","Calcium",NA,NA,NA,NA
"NZL","DHA+EPA",NA,NA,NA,NA
"NZL","Iron",NA,NA,NA,NA
"NZL","Vitamin A",NA,NA,NA,NA
"NZL","Vitamin B12",NA,NA,NA,NA
"NZL","Zinc",NA,NA,NA,NA
"OMN","Calcium",4535854.01375819,3940029.92166673,1.15122324041626,595824.092091463
"OMN","DHA+EPA",10673.9617903758,9271.84356225844,1.15122324041626,1402.11822811736
"OMN","Iron",48170.2759862494,41842.6889721511,1.15122324041626,6327.58701409836
"OMN","Vitamin A",815256.237175788,708165.200765933,1.15122324041626,107091.036409855
"OMN","Vitamin B12",46687.0662750673,40554.3118276401,1.15122324041626,6132.75444742717
"OMN","Zinc",9024.67196980775,7839.20238314908,1.15122324041626,1185.46958665867
"PAK","Calcium",NA,NA,NA,NA
"PAK","DHA+EPA",NA,NA,NA,NA
"PAK","Iron",NA,NA,NA,NA
"PAK","Vitamin A",NA,NA,NA,NA
"PAK","Vitamin B12",NA,NA,NA,NA
"PAK","Zinc",NA,NA,NA,NA
"PAN","Calcium",20494936.042316,18132236.747329,1.1303037969287,2362699.29498706
"PAN","DHA+EPA",7230.90240055856,6397.30877681436,1.1303037969287,833.593623744206
"PAN","Iron",101869.782185195,90126.0196258731,1.1303037969287,11743.7625593217
"PAN","Vitamin A",2660398.22415168,2353701.9263145,1.1303037969287,306696.297837174
"PAN","Vitamin B12",47098.5896935938,41668.9653008083,1.1303037969287,5429.62439278555
"PAN","Zinc",3031.05505248454,2681.62865657943,1.1303037969287,349.426395905107
"PER","Calcium",NA,NA,NA,NA
"PER","DHA+EPA",NA,NA,NA,NA
"PER","Iron",NA,NA,NA,NA
"PER","Vitamin A",NA,NA,NA,NA
"PER","Vitamin B12",NA,NA,NA,NA
"PER","Zinc",NA,NA,NA,NA
"PHL","Calcium",96247216.6683999,87265323.7629609,1.10292625430276,8981892.90543906
"PHL","DHA+EPA",431967.3641442,391655.709036756,1.10292625430276,40311.6551074443
"PHL","Iron",822639.805996098,745870.181969827,1.10292625430276,76769.6240262712
"PHL","Vitamin A",41588981.2311353,37707853.1487373,1.10292625430276,3881128.082398
"PHL","Vitamin B12",1993466.09550795,1807433.71347903,1.10292625430276,186032.382028921
"PHL","Zinc",237089.114063449,214963.705087727,1.10292625430276,22125.4089757225
"PLW","Calcium",2096.20863310545,1764.73161935954,1.18783423502448,331.477013745907
"PLW","DHA+EPA",3.35666214712433,2.82586748903996,1.18783423502448,0.530794658084364
"PLW","Iron",19.7723764270079,16.6457371272856,1.18783423502448,3.12663929972224
"PLW","Vitamin A",670.440404014195,564.422529883034,1.18783423502448,106.01787413116
"PLW","Vitamin B12",20.1744407478627,16.9842223375949,1.18783423502448,3.19021841026778
"PLW","Zinc",3.59450728859274,3.02610177632965,1.18783423502448,0.568405512263092
"PNG","Calcium",92790555.2751069,84360920.2141404,1.09992346028906,8429635.06096655
"PNG","DHA+EPA",130987.264739004,119087.617882593,1.09992346028906,11899.6468564105
"PNG","Iron",884228.690211062,803900.200454569,1.09992346028906,80328.4897564929
"PNG","Vitamin A",22473826.1533102,20432172.7508239,1.09992346028906,2041653.40248625
"PNG","Vitamin B12",871769.095686109,792572.508142525,1.09992346028906,79196.5875435836
"PNG","Zinc",155479.221850385,141354.582808448,1.09992346028906,14124.6390419371
"PRI","Calcium",2577657.30004437,2372993.71942451,1.08624699633402,204663.580619866
"PRI","DHA+EPA",1201.80265419829,1106.38064662481,1.08624699633402,95.4220075734838
"PRI","Iron",13762.6429218971,12669.9019360649,1.08624699633402,1092.74098583222
"PRI","Vitamin A",337851.336264748,311026.255911375,1.08624699633402,26825.0803533732
"PRI","Vitamin B12",6887.49407592826,6340.63348315151,1.08624699633402,546.860592776752
"PRI","Zinc",693.863902209032,638.771756838689,1.08624699633402,55.0921453703438
"PRK","Calcium",NA,NA,NA,NA
"PRK","DHA+EPA",NA,NA,NA,NA
"PRK","Iron",NA,NA,NA,NA
"PRK","Vitamin A",NA,NA,NA,NA
"PRK","Vitamin B12",NA,NA,NA,NA
"PRK","Zinc",NA,NA,NA,NA
"PRT","Calcium",NA,NA,NA,NA
"PRT","DHA+EPA",NA,NA,NA,NA
"PRT","Iron",NA,NA,NA,NA
"PRT","Vitamin A",NA,NA,NA,NA
"PRT","Vitamin B12",NA,NA,NA,NA
"PRT","Zinc",NA,NA,NA,NA
"PYF","Calcium",24416205.8639251,22838996.6976003,1.06905772557385,1577209.16632487
"PYF","DHA+EPA",50617.1348930761,47347.4291258744,1.06905772557385,3269.70576720178
"PYF","Iron",204485.743340308,191276.615330145,1.06905772557385,13209.1280101633
"PYF","Vitamin A",6701640.94772455,6268736.27813434,1.06905772557385,432904.669590217
"PYF","Vitamin B12",215123.297127822,201227.017009159,1.06905772557385,13896.2801186623
"PYF","Zinc",33631.015272565,31458.5587551061,1.06905772557385,2172.45651745885
"QAT","Calcium",1245309.45485397,1141095.20258843,1.0913282713214,104214.252265545
"QAT","DHA+EPA",2262.83207017617,2073.46600435476,1.0913282713214,189.366065821412
"QAT","Iron",15570.4354324896,14267.4169098879,1.0913282713214,1303.01852260177
"QAT","Vitamin A",234141.27566938,214547.063264362,1.0913282713214,19594.2124050174
"QAT","Vitamin B12",18848.8409988484,17271.4677097349,1.0913282713214,1577.37328911348
"QAT","Zinc",2647.35722084041,2425.81200396736,1.0913282713214,221.545216873042
"REU","Calcium",68518.6746188731,61101.4290668948,1.12139234163996,7417.24555197834
"REU","DHA+EPA",51.8971972997849,46.2792506892715,1.12139234163996,5.61794661051344
"REU","Iron",418.505253300847,373.201454799318,1.12139234163996,45.3037985015292
"REU","Vitamin A",9526.44639616362,8495.19480597828,1.12139234163996,1031.25159018533
"REU","Vitamin B12",268.75364412524,239.66067374083,1.12139234163996,29.09297038441
"REU","Zinc",31.5172142066551,28.1054302195103,1.12139234163996,3.41178398714487
"ROU","Calcium",NA,NA,NA,NA
"ROU","DHA+EPA",NA,NA,NA,NA
"ROU","Iron",NA,NA,NA,NA
"ROU","Vitamin A",NA,NA,NA,NA
"ROU","Vitamin B12",NA,NA,NA,NA
"ROU","Zinc",NA,NA,NA,NA
"RUS","Calcium",NA,NA,NA,NA
"RUS","DHA+EPA",NA,NA,NA,NA
"RUS","Iron",NA,NA,NA,NA
"RUS","Vitamin A",NA,NA,NA,NA
"RUS","Vitamin B12",NA,NA,NA,NA
"RUS","Zinc",NA,NA,NA,NA
"SAU","Calcium",16443423.8358441,14454830.3751016,1.1375729364606,1988593.46074255
"SAU","DHA+EPA",30608.6521203625,26906.9798861401,1.1375729364606,3701.67223422249
"SAU","Iron",220746.803546905,194050.681474305,1.1375729364606,26696.1220726001
"SAU","Vitamin A",2539839.28926433,2232682.58927352,1.1375729364606,307156.699990807
"SAU","Vitamin B12",195362.85264514,171736.551023256,1.1375729364606,23626.3016218844
"SAU","Zinc",34106.9706064402,29982.2275242934,1.1375729364606,4124.74308214676
"SDN","Calcium",7354980.90629138,6640089.77931316,1.10766287064453,714891.126978227
"SDN","DHA+EPA",10832.4363425709,9779.54270171371,1.10766287064453,1052.89364085722
"SDN","Iron",68383.1266491595,61736.4077658113,1.10766287064453,6646.71888334822
"SDN","Vitamin A",942903.366909451,851254.8284306,1.10766287064453,91648.5384788513
"SDN","Vitamin B12",62989.181750189,56866.7447646204,1.10766287064453,6122.43698556857
"SDN","Zinc",9977.81012736054,9007.98464207314,1.10766287064453,969.825485287394
"SEN","Calcium",NA,NA,NA,NA
"SEN","DHA+EPA",NA,NA,NA,NA
"SEN","Iron",NA,NA,NA,NA
"SEN","Vitamin A",NA,NA,NA,NA
"SEN","Vitamin B12",NA,NA,NA,NA
"SEN","Zinc",NA,NA,NA,NA
"SGP","Calcium",53732.3164989365,47113.1692041361,1.14049463041046,6619.14729480042
"SGP","DHA+EPA",55.9942774078803,49.0964849064903,1.14049463041046,6.89779250138995
"SGP","Iron",333.327119683122,292.265400287908,1.14049463041046,41.061719395214
"SGP","Vitamin A",10319.3857429039,9048.16688105754,1.14049463041046,1271.21886184632
"SGP","Vitamin B12",263.115077527003,230.702600881434,1.14049463041046,32.4124766455683
"SGP","Zinc",40.8342797160073,35.8040087407613,1.14049463041046,5.03027097524603
"SHN","Calcium",NA,NA,NA,NA
"SHN","DHA+EPA",NA,NA,NA,NA
"SHN","Iron",NA,NA,NA,NA
"SHN","Vitamin A",NA,NA,NA,NA
"SHN","Vitamin B12",NA,NA,NA,NA
"SHN","Zinc",NA,NA,NA,NA
"SLB","Calcium",79099864.712333,67721073.7490571,1.16802437311376,11378790.9632759
"SLB","DHA+EPA",50962.7341621428,43631.5674015301,1.16802437311376,7331.16676061277
"SLB","Iron",490212.788391378,419693.971868542,1.16802437311376,70518.8165228351
"SLB","Vitamin A",10430124.969664,8929715.17525706,1.16802437311376,1500409.79440698
"SLB","Vitamin B12",284386.270801597,243476.315518545,1.16802437311376,40909.9552830512
"SLB","Zinc",36907.1216865457,31597.9037219553,1.16802437311376,5309.21796459044
"SLE","Calcium",NA,NA,NA,NA
"SLE","DHA+EPA",NA,NA,NA,NA
"SLE","Iron",NA,NA,NA,NA
"SLE","Vitamin A",NA,NA,NA,NA
"SLE","Vitamin B12",NA,NA,NA,NA
"SLE","Zinc",NA,NA,NA,NA
"SLV","Calcium",NA,NA,NA,NA
"SLV","DHA+EPA",NA,NA,NA,NA
"SLV","Iron",NA,NA,NA,NA
"SLV","Vitamin A",NA,NA,NA,NA
"SLV","Vitamin B12",NA,NA,NA,NA
"SLV","Zinc",NA,NA,NA,NA
"SOM","Calcium",7187807.99336152,6204207.75122498,1.1585376056987,983600.242136534
"SOM","DHA+EPA",3790.860856706,3272.10859454128,1.1585376056987,518.752262164718
"SOM","Iron",100201.906194754,86489.9902272253,1.1585376056987,13711.9159675284
"SOM","Vitamin A",680115.574087894,587046.610090592,1.1585376056987,93068.9639973018
"SOM","Vitamin B12",28459.9213925215,24565.3841986058,1.1585376056987,3894.53719391569
"SOM","Zinc",5717.97118519291,4935.50762363425,1.1585376056987,782.463561558662
"SPM","Calcium",NA,NA,NA,NA
"SPM","DHA+EPA",NA,NA,NA,NA
"SPM","Iron",NA,NA,NA,NA
"SPM","Vitamin A",NA,NA,NA,NA
"SPM","Vitamin B12",NA,NA,NA,NA
"SPM","Zinc",NA,NA,NA,NA
"STP","Calcium",NA,NA,NA,NA
"STP","DHA+EPA",NA,NA,NA,NA
"STP","Iron",NA,NA,NA,NA
"STP","Vitamin A",NA,NA,NA,NA
"STP","Vitamin B12",NA,NA,NA,NA
"STP","Zinc",NA,NA,NA,NA
"SUR","Calcium",NA,NA,NA,NA
"SUR","DHA+EPA",NA,NA,NA,NA
"SUR","Iron",NA,NA,NA,NA
"SUR","Vitamin A",NA,NA,NA,NA
"SUR","Vitamin B12",NA,NA,NA,NA
"SUR","Zinc",NA,NA,NA,NA
"SVN","Calcium",NA,NA,NA,NA
"SVN","DHA+EPA",NA,NA,NA,NA
"SVN","Iron",NA,NA,NA,NA
"SVN","Vitamin A",NA,NA,NA,NA
"SVN","Vitamin B12",NA,NA,NA,NA
"SVN","Zinc",NA,NA,NA,NA
"SWE","Calcium",NA,NA,NA,NA
"SWE","DHA+EPA",NA,NA,NA,NA
"SWE","Iron",NA,NA,NA,NA
"SWE","Vitamin A",NA,NA,NA,NA
"SWE","Vitamin B12",NA,NA,NA,NA
"SWE","Zinc",NA,NA,NA,NA
"SXM","Calcium",1629.54769127483,1577.04480265554,1.03329194486478,52.5028886192918
"SXM","DHA+EPA",0.674810420589024,0.653068500091069,1.03329194486478,0.0217419204979549
"SXM","Iron",9.43431168784952,9.13034475371252,1.03329194486478,0.303966934137007
"SXM","Vitamin A",207.716520225138,201.024039002183,1.03329194486478,6.69248122295556
"SXM","Vitamin B12",4.23221149572702,4.09585259689687,1.03329194486478,0.136358898830147
"SXM","Zinc",0.489065054215935,0.473307719707364,1.03329194486478,0.0157573345085711
"SYC","Calcium",53047877.6035174,45946241.7843493,1.15456401967543,7101635.81916805
"SYC","DHA+EPA",33366.2706272103,28899.4547366809,1.15456401967543,4466.81589052943
"SYC","Iron",330663.014986534,286396.431338204,1.15456401967543,44266.5836483298
"SYC","Vitamin A",8394586.05934166,7270784.39678171,1.15456401967543,1123801.66255995
"SYC","Vitamin B12",212205.78918402,183797.334377071,1.15456401967543,28408.4548069484
"SYC","Zinc",27612.5953613022,23916.0366084028,1.15456401967543,3696.55875289938
"SYR","Calcium",NA,NA,NA,NA
"SYR","DHA+EPA",NA,NA,NA,NA
"SYR","Iron",NA,NA,NA,NA
"SYR","Vitamin A",NA,NA,NA,NA
"SYR","Vitamin B12",NA,NA,NA,NA
"SYR","Zinc",NA,NA,NA,NA
"TCA","Calcium",3185042.37567232,2958301.28517902,1.07664570597635,226741.090493301
"TCA","DHA+EPA",5087.8259203382,4725.626909666,1.07664570597635,362.199010672206
"TCA","Iron",18300.2698257741,16997.4855462582,1.07664570597635,1302.78427951584
"TCA","Vitamin A",570190.025873836,529598.569621155,1.07664570597635,40591.4562526806
"TCA","Vitamin B12",18588.020332167,17264.7512816767,1.07664570597635,1323.26905049027
"TCA","Zinc",2605.56660185648,2420.07801395876,1.07664570597635,185.488587897721
"TGO","Calcium",NA,NA,NA,NA
"TGO","DHA+EPA",NA,NA,NA,NA
"TGO","Iron",NA,NA,NA,NA
"TGO","Vitamin A",NA,NA,NA,NA
"TGO","Vitamin B12",NA,NA,NA,NA
"TGO","Zinc",NA,NA,NA,NA
"THA","Calcium",643920.642966789,612497.410970495,1.05130345277134,31423.2319962938
"THA","DHA+EPA",2701.90331462411,2570.05083308879,1.05130345277134,131.852481535318
"THA","Iron",6377.82736558724,6066.59033485969,1.05130345277134,311.237030727551
"THA","Vitamin A",390608.197286637,371546.575117731,1.05130345277134,19061.6221689062
"THA","Vitamin B12",11162.395563947,10617.6723138518,1.05130345277134,544.723250095274
"THA","Zinc",2225.00040005607,2116.42071011062,1.05130345277134,108.57968994545
"TLS","Calcium",259960.015135369,229403.691946475,1.1331989164151,30556.3231888939
"TLS","DHA+EPA",284.500251939196,251.05941050422,1.1331989164151,33.4408414349759
"TLS","Iron",1524.14769299783,1344.99572045083,1.1331989164151,179.151972546997
"TLS","Vitamin A",62260.8855845862,54942.5918809999,1.1331989164151,7318.29370358627
"TLS","Vitamin B12",1569.32907171597,1384.86637163454,1.1331989164151,184.462700081432
"TLS","Zinc",265.717192529742,234.48415691249,1.1331989164151,31.233035617252
"TON","Calcium",5952011.20328657,5677801.41740676,1.04829506453663,274209.785879801
"TON","DHA+EPA",25517.7580261819,24342.1522140443,1.04829506453663,1175.60581213762
"TON","Iron",83325.8230807908,79486.9935952842,1.04829506453663,3838.82948550656
"TON","Vitamin A",4942641.52265612,4714933.50475794,1.04829506453663,227708.017898181
"TON","Vitamin B12",125027.913508191,119267.864304462,1.04829506453663,5760.04920372945
"TON","Zinc",26185.1932690442,24978.8386446509,1.04829506453663,1206.35462439336
"TTO","Calcium",779786.606130886,705959.836651687,1.10457644422005,73826.7694791992
"TTO","DHA+EPA",684.715273990396,619.889440493981,1.10457644422005,64.8258334964155
"TTO","Iron",4339.91853375615,3929.0341166207,1.10457644422005,410.884417135449
"TTO","Vitamin A",117296.883368578,106191.729854788,1.10457644422005,11105.1535137896
"TTO","Vitamin B12",2838.29468677451,2569.57741732276,1.10457644422005,268.717269451748
"TTO","Zinc",398.096311148189,360.406301647406,1.10457644422005,37.6900095007837
"TUN","Calcium",NA,NA,NA,NA
"TUN","DHA+EPA",NA,NA,NA,NA
"TUN","Iron",NA,NA,NA,NA
"TUN","Vitamin A",NA,NA,NA,NA
"TUN","Vitamin B12",NA,NA,NA,NA
"TUN","Zinc",NA,NA,NA,NA
"TUR","Calcium",NA,NA,NA,NA
"TUR","DHA+EPA",NA,NA,NA,NA
"TUR","Iron",NA,NA,NA,NA
"TUR","Vitamin A",NA,NA,NA,NA
"TUR","Vitamin B12",NA,NA,NA,NA
"TUR","Zinc",NA,NA,NA,NA
"TUV","Calcium",3571137.32215391,2970233.57930848,1.20230858173293,600903.742845434
"TUV","DHA+EPA",32012.8649654848,26626.1635755302,1.20230858173293,5386.7013899546
"TUV","Iron",60302.3549038141,50155.4724136611,1.20230858173293,10146.8824901531
"TUV","Vitamin A",1899709.50968645,1580051.52632973,1.20230858173293,319657.983356725
"TUV","Vitamin B12",126890.985489274,105539.449203948,1.20230858173293,21351.5362853258
